Brand Slug,Vehicle Name,Vehicle Description,Model Slug,Electric,Model Name,Average Rating,Id,Brand Name,Vehicle Image,Category Slug,BrandId,Category Name,CategoryId,Vehicle Price,Variant Name,Fuel Type,Power,Torque,Fuel Tank Capacity,Gross Vehicle Weight,No Of Seats,core_vehicle_info,llm_ready_vehicle_description,End Point
tata,Tata Signa 4825.T,"The Tata Signa 4825.T is developed to perform some heavy-duty applications and for that, it needs enough power and torque which it gets from a powerful and reliable 6.7L BSVI diesel engine that delivers a power output of 250 PS @ 2,300 rpm and a torque of 950 Nm @ 1,000-1,700 rpm. The 9-speed manual transmission ensures smooth gear shifts and efficient power delivery. The Signa 4825.T comes with a fuel tank capacity of 365L for the SDL version and 300L for the LDL version, with anti-fuel theft technology for both, providing a good driving range.",signa-4825t,No,Signa 4825.T,4.6,1225,Tata,https://images.91trucks.com/trucks/models/63/1225/tata-signa-4825t-492184841.jpg,trucks,63,Truck,7,₹45.97 Lakh,CAB,Diesel,249 HP,950 Nm,365 L,47500 Kg,NA,Truck Tata Signa 4825.T CAB,tata signa t develop perform heavyduty application need power torque get powerful reliable l bsvi diesel engine deliver power output ps rpm torque nm rpm speed manual transmission ensure smooth gear shift efficient power delivery signa t come fuel tank capacity l sdl version l ldl version antifuel theft technology provide good driving range,https://www.91trucks.com/trucks/tata/signa-4825t
tata,Tata LPT 4925,"The Tata LPT 4925 is a robust and high-performance multi-axle truck engineered for bulk cargo transport over long distances. Known for its powerful engine and excellent fuel efficiency, this truck supports cost-effective operations for fleet owners. Its durable chassis and advanced driveline ensure stability and performance under heavy loads. The ergonomic cabin prioritizes driver comfort and safety, ensuring minimal fatigue during extended hauls. The LPT 4925 is an ideal choice for businesses seeking reliability, efficiency, and profitability in heavy-duty logistics.",lpt-4925,No,LPT 4925,4.7,1226,Tata,https://images.91trucks.com/trucks/models/63/1226/tata-lpt-4925-1098048819.jpg,trucks,63,Truck,7,₹45.12 Lakh,Cowl 6730,Diesel,249 HP,950 Nm,300 L,49000 Kg,NA,Truck Tata LPT 4925 Cowl 6730,tata lpt robust highperformance multiaxle truck engineer bulk cargo transport long distance know powerful engine excellent fuel efficiency truck support costeffective operation fleet owner durable chassis advanced driveline ensure stability performance heavy load ergonomic cabin prioritize driver comfort safety ensure minimal fatigue extended haul lpt ideal choice business seek reliability efficiency profitability heavyduty logistic,https://www.91trucks.com/trucks/tata/lpt-4925
tata,Tata Prima 3525.K/.TK,"The Tata Prima 3525.K/.TK is a robust and heavy-duty tipper truck known for its power, durability, and efficiency. Ideal for mining, infrastructure, and construction applications, it is built to handle extreme payloads with ease. The advanced engine delivers superior torque and excellent fuel efficiency, ensuring cost-effective operations. The world-class cabin design prioritizes driver comfort, safety, and productivity, making it suitable for long, strenuous operations. With its rugged build and exceptional performance, the Tata Prima 3525.K/.TK is a dependable choice for businesses needing maximum output in heavy-duty applications.",prima-3525ktk,No,Prima 3525.K/.TK,3.8,1185,Tata,https://images.91trucks.com/trucks/models/63/1185/tata-prima-3525ktk-388937246.jpg,trucks,63,Truck,7,₹57.08 Lakh,CAB,Diesel,249 HP,950 Nm,300 L,35000 Kg,NA,Truck Tata Prima 3525.K/.TK CAB,tata prima ktk robust heavyduty tipper truck know power durability efficiency ideal mining infrastructure construction application build handle extreme payload ease advanced engine deliver superior torque excellent fuel efficiency ensure costeffective operation worldclass cabin design prioritize driver comfort safety productivity make suitable long strenuous operation rugged build exceptional performance tata prima ktk dependable choice business need maximum output heavyduty application,https://www.91trucks.com/trucks/tata/prima-3525ktk
tata,Tata Signa 1923.K,"The Tata Signa 1923.K is a robust construction truck designed to meet the demands of heavy-duty applications like mining, quarrying, and infrastructure projects. Built with durability and power in mind, it features advanced technology for improved fuel efficiency and productivity. Its rugged design ensures excellent performance on tough terrains, while the ergonomically designed cabin offers superior comfort and safety for drivers during long hours. Known for its reliability, this truck ensures lower maintenance costs and higher uptime, making it a dependable choice for construction businesses looking for enhanced operational efficiency.",signa-1923k,No,Signa 1923.K,3.3,1187,Tata,https://images.91trucks.com/trucks/models/63/1187/tata-signa-1923k-1136178985.jpg,trucks,63,Truck,7,₹28.91 Lakh,CAB,Diesel,219 HP,850 Nm,300 L,18500 Kg,NA,Truck Tata Signa 1923.K CAB,tata signa k robust construction truck design meet demand heavyduty application like mining quarry infrastructure project build durability power mind feature advanced technology improved fuel efficiency productivity rugged design ensure excellent performance tough terrain ergonomically design cabin offer superior comfort safety driver long hour know reliability truck ensure low maintenance cost high uptime make dependable choice construction business look enhanced operational efficiency,https://www.91trucks.com/trucks/tata/signa-1923k
tata,Tata Signa 2818.T,"The Tata Signa 2818.T is a 3-axle rigid truck designed for long-haul transportation purposes. It is powered by a 5.6L BSVI diesel engine that produces 187 PS of power @ 2,300 rpm and 850 Nm of torque @ 1,000-1,600 rpm, mated with a 6-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Signa 2818.T comes with a sturdy axle setup of an extra heavy-duty 7T reverse Elliot type axle at the front and a single reduction RA110LD axle at the rear and features many advanced safety technologies, a comfortable cabin, and a high gross vehicle weight capacity of up to 28,000 kg, making it an ideal option for heavy-duty operations.",signa-2818t,No,Signa 2818.T,3.8,1188,Tata,https://images.91trucks.com/trucks/models/63/1188/tata-signa-2818t-1845334893.jpg,trucks,63,Truck,7,₹33.85 Lakh,CAB 6750,Diesel,180 HP,850 Nm,365 L,28000 Kg,NA,Truck Tata Signa 2818.T CAB 6750,tata signa t axle rigid truck design longhaul transportation purpose power l bsvi diesel engine produce ps power rpm nm torque rpm mate speed manual transmission come warranty year km whichever early signa t come sturdy axle setup extra heavyduty t reverse elliot type axle single reduction rald axle rear feature advanced safety technology comfortable cabin high gross vehicle weight capacity kg make ideal option heavyduty operation,https://www.91trucks.com/trucks/tata/signa-2818t
tata,Tata Signa 2818.T,"The Tata Signa 2818.T is a 3-axle rigid truck designed for long-haul transportation purposes. It is powered by a 5.6L BSVI diesel engine that produces 187 PS of power @ 2,300 rpm and 850 Nm of torque @ 1,000-1,600 rpm, mated with a 6-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Signa 2818.T comes with a sturdy axle setup of an extra heavy-duty 7T reverse Elliot type axle at the front and a single reduction RA110LD axle at the rear and features many advanced safety technologies, a comfortable cabin, and a high gross vehicle weight capacity of up to 28,000 kg, making it an ideal option for heavy-duty operations.",signa-2818t,No,Signa 2818.T,3.8,1188,Tata,https://images.91trucks.com/trucks/models/63/1188/tata-signa-2818t-1845334893.jpg,trucks,63,Truck,7,₹32.12 Lakh,CAB 5905,Diesel,180 HP,850 Nm,365 L,28000 Kg,NA,Truck Tata Signa 2818.T CAB 5905,tata signa t axle rigid truck design longhaul transportation purpose power l bsvi diesel engine produce ps power rpm nm torque rpm mate speed manual transmission come warranty year km whichever early signa t come sturdy axle setup extra heavyduty t reverse elliot type axle single reduction rald axle rear feature advanced safety technology comfortable cabin high gross vehicle weight capacity kg make ideal option heavyduty operation,https://www.91trucks.com/trucks/tata/signa-2818t
tata,Tata Signa 2818.T,"The Tata Signa 2818.T is a 3-axle rigid truck designed for long-haul transportation purposes. It is powered by a 5.6L BSVI diesel engine that produces 187 PS of power @ 2,300 rpm and 850 Nm of torque @ 1,000-1,600 rpm, mated with a 6-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Signa 2818.T comes with a sturdy axle setup of an extra heavy-duty 7T reverse Elliot type axle at the front and a single reduction RA110LD axle at the rear and features many advanced safety technologies, a comfortable cabin, and a high gross vehicle weight capacity of up to 28,000 kg, making it an ideal option for heavy-duty operations.",signa-2818t,No,Signa 2818.T,3.8,1188,Tata,https://images.91trucks.com/trucks/models/63/1188/tata-signa-2818t-1845334893.jpg,trucks,63,Truck,7,₹31.90 Lakh,CAB 5505,Diesel,180 HP,850 Nm,365 L,28000 Kg,NA,Truck Tata Signa 2818.T CAB 5505,tata signa t axle rigid truck design longhaul transportation purpose power l bsvi diesel engine produce ps power rpm nm torque rpm mate speed manual transmission come warranty year km whichever early signa t come sturdy axle setup extra heavyduty t reverse elliot type axle single reduction rald axle rear feature advanced safety technology comfortable cabin high gross vehicle weight capacity kg make ideal option heavyduty operation,https://www.91trucks.com/trucks/tata/signa-2818t
tata,Tata Signa 2818.T,"The Tata Signa 2818.T is a 3-axle rigid truck designed for long-haul transportation purposes. It is powered by a 5.6L BSVI diesel engine that produces 187 PS of power @ 2,300 rpm and 850 Nm of torque @ 1,000-1,600 rpm, mated with a 6-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Signa 2818.T comes with a sturdy axle setup of an extra heavy-duty 7T reverse Elliot type axle at the front and a single reduction RA110LD axle at the rear and features many advanced safety technologies, a comfortable cabin, and a high gross vehicle weight capacity of up to 28,000 kg, making it an ideal option for heavy-duty operations.",signa-2818t,No,Signa 2818.T,3.8,1188,Tata,https://images.91trucks.com/trucks/models/63/1188/tata-signa-2818t-1845334893.jpg,trucks,63,Truck,7,₹29.94 Lakh,CAB 4800,Diesel,180 HP,850 Nm,365 L,28000 Kg,NA,Truck Tata Signa 2818.T CAB 4800,tata signa t axle rigid truck design longhaul transportation purpose power l bsvi diesel engine produce ps power rpm nm torque rpm mate speed manual transmission come warranty year km whichever early signa t come sturdy axle setup extra heavyduty t reverse elliot type axle single reduction rald axle rear feature advanced safety technology comfortable cabin high gross vehicle weight capacity kg make ideal option heavyduty operation,https://www.91trucks.com/trucks/tata/signa-2818t
tata,Tata Signa 2821.K RMC,"The Tata Signa 2821.K RMC is a specialized ready-mix concrete (RMC) transport truck tailored for construction projects. Designed for superior performance, it efficiently handles the transportation of concrete mix to construction sites while maintaining quality and consistency. The truck’s high-strength chassis and reliable engine deliver outstanding performance even in demanding conditions. Its cabin ensures driver comfort with features like ergonomic seating and noise insulation. Built for high uptime and minimal maintenance, the 2821.K RMC helps businesses improve operational productivity and project timelines.",signa-2821k-rmc,No,Signa 2821.K RMC,4.6,1190,Tata,https://images.91trucks.com/trucks/models/63/1190/tata-signa-2821k-rmc-672274830.jpg,trucks,63,Truck,7,₹42.79 Lakh,Base,Diesel,197 HP,850 Nm,300 L,28000 Kg,NA,Truck Tata Signa 2821.K RMC Base,tata signa k rmc specialized readymix concrete rmc transport truck tailor construction project design superior performance efficiently handle transportation concrete mix construction site maintain quality consistency truck highstrength chassis reliable engine deliver outstanding performance demand condition cabin ensure driver comfort feature like ergonomic seating noise insulation build high uptime minimal maintenance k rmc help business improve operational productivity project timeline,https://www.91trucks.com/trucks/tata/signa-2821k-rmc
tata,Tata Signa 2823.K HD 9S,"The Tata Signa 2823.K HD 9S is a highly versatile tipper heavy-duty truck designed for the surface movement of aggregates and road construction activities. It is powered by a 5.6L BSVI diesel engine that produces 220 PS of power @ 2,300 rpm and 850 Nm of torque @ 1,000-1,600 rpm, mated with a 9-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Signa 2823.K HD 9S comes with a sturdy suspension setup of semi-elliptical leaf springs at the front and TML bogie suspension with an anti-roll bar at the rear and features many advanced safety technologies, a comfortable cabin, and a high gross vehicle weight capacity of up to 28,000 kg, making it an ideal option for heavy-duty operations.",signa-2823k-hd-9s,No,Signa 2823.K HD 9S,3.8,1191,Tata,https://images.91trucks.com/trucks/models/63/1191/tata-signa-2823k-hd-9s-1725481092.jpg,trucks,63,Truck,7,₹36.26 Lakh,CAB,Diesel,219 HP,850 Nm,300 L,28000 Kg,NA,Truck Tata Signa 2823.K HD 9S CAB,tata signa k hd s highly versatile tipper heavyduty truck design surface movement aggregate road construction activity power l bsvi diesel engine produce ps power rpm nm torque rpm mate speed manual transmission come warranty year km whichever early signa k hd s come sturdy suspension setup semielliptical leaf spring tml bogie suspension antiroll bar rear feature advanced safety technology comfortable cabin high gross vehicle weight capacity kg make ideal option heavyduty operation,https://www.91trucks.com/trucks/tata/signa-2823k-hd-9s
tata,Tata Signa 2823.K/.TK 6S STD,"The Tata Signa 2823.K/.TK 6S STD is a versatile tipper truck designed for heavy-duty construction and mining applications. Its high-power engine and rugged build enable it to navigate tough terrains while carrying substantial payloads efficiently. This truck offers durability and fuel efficiency, making it ideal for infrastructure projects requiring bulk material movement. The Signa cabin prioritizes driver safety and comfort with ergonomic features, ensuring reduced fatigue. Known for its reliability and performance, the 2823.K/.TK helps fleet owners enhance productivity and maximize profitability.",signa-2823ktk-std-6s,No,Signa 2823.K/.TK 6S STD,4.6,1193,Tata,https://images.91trucks.com/trucks/models/63/1193/tata-signa-2823ktk-std-6s-796632670.jpg,trucks,63,Truck,7,₹40.54 Lakh,CAB 4880,Diesel,219 HP,850 Nm,300 L,28000 Kg,NA,Truck Tata Signa 2823.K/.TK 6S STD CAB 4880,tata signa ktk s std versatile tipper truck design heavyduty construction mining application highpower engine rugged build enable navigate tough terrain carry substantial payload efficiently truck offer durability fuel efficiency make ideal infrastructure project require bulk material movement signa cabin prioritize driver safety comfort ergonomic feature ensure reduced fatigue know reliability performance ktk help fleet owner enhance productivity maximize profitability,https://www.91trucks.com/trucks/tata/signa-2823ktk-std-6s
tata,Tata Signa 2823.K/.TK 6S STD,"The Tata Signa 2823.K/.TK 6S STD is a versatile tipper truck designed for heavy-duty construction and mining applications. Its high-power engine and rugged build enable it to navigate tough terrains while carrying substantial payloads efficiently. This truck offers durability and fuel efficiency, making it ideal for infrastructure projects requiring bulk material movement. The Signa cabin prioritizes driver safety and comfort with ergonomic features, ensuring reduced fatigue. Known for its reliability and performance, the 2823.K/.TK helps fleet owners enhance productivity and maximize profitability.",signa-2823ktk-std-6s,No,Signa 2823.K/.TK 6S STD,4.6,1193,Tata,https://images.91trucks.com/trucks/models/63/1193/tata-signa-2823ktk-std-6s-796632670.jpg,trucks,63,Truck,7,₹38.63 Lakh,14 CAB 3880,Diesel,219 HP,850 Nm,300 L,28000 Kg,NA,Truck Tata Signa 2823.K/.TK 6S STD 14 CAB 3880,tata signa ktk s std versatile tipper truck design heavyduty construction mining application highpower engine rugged build enable navigate tough terrain carry substantial payload efficiently truck offer durability fuel efficiency make ideal infrastructure project require bulk material movement signa cabin prioritize driver safety comfort ergonomic feature ensure reduced fatigue know reliability performance ktk help fleet owner enhance productivity maximize profitability,https://www.91trucks.com/trucks/tata/signa-2823ktk-std-6s
tata,Tata Signa 2823.K/.TK 6S STD,"The Tata Signa 2823.K/.TK 6S STD is a versatile tipper truck designed for heavy-duty construction and mining applications. Its high-power engine and rugged build enable it to navigate tough terrains while carrying substantial payloads efficiently. This truck offers durability and fuel efficiency, making it ideal for infrastructure projects requiring bulk material movement. The Signa cabin prioritizes driver safety and comfort with ergonomic features, ensuring reduced fatigue. Known for its reliability and performance, the 2823.K/.TK helps fleet owners enhance productivity and maximize profitability.",signa-2823ktk-std-6s,No,Signa 2823.K/.TK 6S STD,4.6,1193,Tata,https://images.91trucks.com/trucks/models/63/1193/tata-signa-2823ktk-std-6s-796632670.jpg,trucks,63,Truck,7,₹37.83 Lakh,16 CAB 3880 Box Body,Diesel,219 HP,810 Nm,300 L,NA,NA,Truck Tata Signa 2823.K/.TK 6S STD 16 CAB 3880 Box Body,tata signa ktk s std versatile tipper truck design heavyduty construction mining application highpower engine rugged build enable navigate tough terrain carry substantial payload efficiently truck offer durability fuel efficiency make ideal infrastructure project require bulk material movement signa cabin prioritize driver safety comfort ergonomic feature ensure reduced fatigue know reliability performance ktk help fleet owner enhance productivity maximize profitability,https://www.91trucks.com/trucks/tata/signa-2823ktk-std-6s
tata,Tata Signa 2825.K/.TK,"The Tata Signa 2825.K/.TK is a high-performance tipper truck built for demanding applications such as mining, construction, and bulk cargo transportation. With its powerful engine and strong chassis, it ensures excellent load-carrying capabilities and durability on rough terrains. The truck’s advanced features focus on delivering higher fuel efficiency and lower operational costs. The driver-centric Signa cabin provides comfort, safety, and visibility, enhancing productivity during long working hours. This truck is a reliable solution for businesses looking for maximum uptime and operational efficiency.",signa-2825ktk,No,Signa 2825.K/.TK,4.2,1194,Tata,https://images.91trucks.com/trucks/models/63/1194/tata-signa-2825ktk-2010718635.jpg,trucks,63,Truck,7,₹50.91 Lakh,Scoop body,Diesel,249 HP,950 Nm,300 L,28000 Kg,NA,Truck Tata Signa 2825.K/.TK Scoop body,tata signa ktk highperformance tipper truck build demand application mining construction bulk cargo transportation powerful engine strong chassis ensure excellent loadcarrying capability durability rough terrain truck advanced feature focus deliver high fuel efficiency low operational cost drivercentric signa cabin provide comfort safety visibility enhance productivity long work hour truck reliable solution business look maximum uptime operational efficiency,https://www.91trucks.com/trucks/tata/signa-2825ktk
tata,Tata Signa 2825.K/.TK,"The Tata Signa 2825.K/.TK is a high-performance tipper truck built for demanding applications such as mining, construction, and bulk cargo transportation. With its powerful engine and strong chassis, it ensures excellent load-carrying capabilities and durability on rough terrains. The truck’s advanced features focus on delivering higher fuel efficiency and lower operational costs. The driver-centric Signa cabin provides comfort, safety, and visibility, enhancing productivity during long working hours. This truck is a reliable solution for businesses looking for maximum uptime and operational efficiency.",signa-2825ktk,No,Signa 2825.K/.TK,4.2,1194,Tata,https://images.91trucks.com/trucks/models/63/1194/tata-signa-2825ktk-2010718635.jpg,trucks,63,Truck,7,₹41.18 Lakh,Box Body,Diesel,249 HP,950 Nm,300 L,28000 Kg,NA,Truck Tata Signa 2825.K/.TK Box Body,tata signa ktk highperformance tipper truck build demand application mining construction bulk cargo transportation powerful engine strong chassis ensure excellent loadcarrying capability durability rough terrain truck advanced feature focus deliver high fuel efficiency low operational cost drivercentric signa cabin provide comfort safety visibility enhance productivity long work hour truck reliable solution business look maximum uptime operational efficiency,https://www.91trucks.com/trucks/tata/signa-2825ktk
tata,Tata Signa 3525.K/.TK,"The Tata Signa 3525.K/.TK is a heavy-duty tipper truck tailored for large-scale construction, mining, and infrastructure projects. Known for its strength and durability, it delivers exceptional load capacity and fuel efficiency, reducing operational costs. The truck’s powerful engine and rugged suspension ensure superior performance in challenging terrains. The ergonomically designed cabin offers comfort, safety, and advanced technology for long hauls. With its robust build and reliable operation, the 3525.K/.TK is an ideal solution for fleet operators managing large-scale material transport.",signa-3525ktk,No,Signa 3525.K/.TK,3.3,1196,Tata,https://images.91trucks.com/trucks/models/63/1196/tata-signa-3525ktk-763319353.jpg,trucks,63,Truck,7,₹45.09 Lakh,Base,Diesel,186 HP,950 Nm,300 L,35000 Kg,NA,Truck Tata Signa 3525.K/.TK Base,tata signa ktk heavyduty tipper truck tailor largescale construction mining infrastructure project know strength durability deliver exceptional load capacity fuel efficiency reduce operational cost truck powerful engine rugged suspension ensure superior performance challenge terrain ergonomically design cabin offer comfort safety advanced technology long haul robust build reliable operation ktk ideal solution fleet operator manage largescale material transport,https://www.91trucks.com/trucks/tata/signa-3525ktk
tata,Tata Signa 4018.S,"The Tata Signa 4018.S is a reliable tractor-trailer designed for long-haul logistics and bulk cargo transportation. Built with a focus on efficiency and performance, it features a powerful engine that delivers high fuel efficiency and reduced emissions. The truck’s robust build ensures durability, while its driver-centric cabin enhances comfort and reduces fatigue during extended operations. Equipped with advanced safety and technology features, the Signa 4018.S is a trusted choice for businesses looking for cost-effective and dependable logistics solutions across intercity and highway routes.",signa-4018s,No,Signa 4018.S,4.6,1197,Tata,https://images.91trucks.com/trucks/models/63/1197/tata-signa-4018s-93546288.jpg,trucks,63,Truck,7,₹29.89 Lakh,CAB,Diesel,186 HP,850 Nm,365 L,35000 Kg,NA,Truck Tata Signa 4018.S CAB,tata signa s reliable tractortrailer design longhaul logistics bulk cargo transportation build focus efficiency performance feature powerful engine deliver high fuel efficiency reduced emission truck robust build ensure durability drivercentric cabin enhance comfort reduce fatigue extend operation equip advanced safety technology feature signa s trusted choice business look costeffective dependable logistic solution intercity highway route,https://www.91trucks.com/trucks/tata/signa-4018s
tata,Tata Signa 4225.TK,"The Tata Signa 4225.TK is a high-performance and highly versatile tipper used for surface transport of aggregates, coal, ore and minerals. It is powered by a 6.7L BSVI diesel engine that produces 250 PS of power @ 2,300 rpm and 950 Nm of torque @ 1,000-1,700 rpm, mated with a 9-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Signa 4225.TK comes with a sturdy suspension setup of a semi-elliptical leaf spring with an anti-roll bar at the front and semi-elliptical leaf spring at the rear and features many advanced safety technologies, a comfortable cabin, and a high gross vehicle weight capacity of up to 42 tonnes, making it an ideal option for heavy-duty operations.",signa-4225tk,No,Signa 4225.TK,3.8,1198,Tata,https://images.91trucks.com/trucks/models/63/1198/tata-signa-4225tk-367788651.jpg,trucks,63,Truck,7,₹50.42 Lakh,CAB 6700,Diesel,249 HP,950 Nm,300 L,42000 Kg,NA,Truck Tata Signa 4225.TK CAB 6700,tata signa tk highperformance highly versatile tipper surface transport aggregate coal ore mineral power l bsvi diesel engine produce ps power rpm nm torque rpm mate speed manual transmission come warranty year km whichever early signa tk come sturdy suspension setup semielliptical leaf spring antiroll bar semielliptical leaf spring rear feature advanced safety technology comfortable cabin high gross vehicle weight capacity tonne make ideal option heavyduty operation,https://www.91trucks.com/trucks/tata/signa-4225tk
tata,Tata Signa 4925.T,"The Tata Signa 4925.T is India's biggest rigid truck designed for heavy-duty transport applications. It is powered by a 6.7L BSVI diesel Engine which produces 250 PS of power @ 2,300 rpm and 950 Nm of torque @ 1,000-1,700 rpm with a BOSCH fuel injection system and comes mated to a 9-speed manual gearbox. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Signa 5525.S gets a heavy-duty 7T reverse Elliot-type axle at the front and a single reduction RA110HD axle at the rear. It is equipped with many features such as advanced safety technologies, a comfortable cabin, and a high gross vehicle weight capacity of up to 49 tonnes, making it an optimal choice among buyers.",signa-4925t,No,Signa 4925.T,5.0,1227,Tata,https://images.91trucks.com/trucks/models/63/1227/tata-signa-4925t-1238737627.jpg,trucks,63,Truck,7,₹46.94 Lakh,CAB,Diesel,249 HP,950 Nm,3000 L,49000 Kg,NA,Truck Tata Signa 4925.T CAB,tata signa t india big rigid truck design heavyduty transport application power l bsvi diesel engine produce ps power rpm nm torque rpm bosch fuel injection system comes mate speed manual gearbox come warranty year km whichever early signa s get heavyduty t reverse elliottype axle single reduction rahd axle rear equip feature advanced safety technology comfortable cabin high gross vehicle weight capacity tonne make optimal choice buyer,https://www.91trucks.com/trucks/tata/signa-4925t
tata,Tata LPS 4018 Cowl,"The Tata LPS 4018 Cowl is a rigid truck designed for heavy-duty transportation purposes. It is powered by a 5.6L BSVI diesel engine that produces 187 PS of power @ 2,300 rpm and 850 Nm of torque @ 1,000-1,600 rpm, paired with a 6-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The LPS 4018 Cowl comes with a heavy-duty 7T reverse Elliot-type axle at the front and a single reduction RA110HD axle at the rear and parabolic leaf springs at the front with semi-elliptical multi-leaf springs at the rear. It gets a high gross vehicle weight capacity of up to 39,500 kg, making it a suitable choice for heavy-duty operations.",lps-4018-cowl,No,LPS 4018 Cowl,4.2,1228,Tata,https://images.91trucks.com/trucks/models/63/1228/tata-lps-4018-cowl-408001895.jpg,trucks,63,Truck,7,₹31.21 Lakh,3320,Diesel,NA,NA,NA,40200 Kg,NA,Truck Tata LPS 4018 Cowl 3320,tata lps cowl rigid truck design heavyduty transportation purpose power l bsvi diesel engine produce ps power rpm nm torque rpm pair speed manual transmission come warranty year km whichever early lps cowl come heavyduty t reverse elliottype axle single reduction rahd axle rear parabolic leaf spring semielliptical multileaf spring rear get high gross vehicle weight capacity kg make suitable choice heavyduty operation,https://www.91trucks.com/trucks/tata/lps-4018-cowl
tata,Tata Prima 4625.S,"The Tata Prima 4625.S is a powerful and modern truck designed for commercial and heavy-duty applications, powered by a proven 6.7L BSVI Engine that produces 250 PS of power @ 2,300 rpm and 950 Nm of torque @ 1,000-1,800 rpm and comes paired with a 9-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Prima 4625.S gets a suspension setup of a parabolic leaf at the front and bell crank suspension at the rear and is equipped with many features such as advanced safety technologies, a comfortable cabin, and a high gross carrying weight capacity of up to 45,500 kgs, making it a worthy option to consider.",prima-4625-s-bs6,No,Prima 4625.S,5.0,1229,Tata,https://images.91trucks.com/trucks/models/63/1229/tata-prima-4625-s-bs6-2003256164.jpg,trucks,63,Truck,7,₹32.88 Lakh,CAB,Diesel,249 HP,950 Nm,557 L,45500 Kg,NA,Truck Tata Prima 4625.S CAB,tata prima s powerful modern truck design commercial heavyduty application power proven l bsvi engine produce ps power rpm nm torque rpm comes pair speed manual transmission come warranty year km whichever early prima s get suspension setup parabolic leaf bell crank suspension rear equip feature advanced safety technology comfortable cabin high gross carry weight capacity kg make worthy option consider,https://www.91trucks.com/trucks/tata/prima-4625-s-bs6
tata,Tata Prima 4625.S,"The Tata Prima 4625.S is a powerful and modern truck designed for commercial and heavy-duty applications, powered by a proven 6.7L BSVI Engine that produces 250 PS of power @ 2,300 rpm and 950 Nm of torque @ 1,000-1,800 rpm and comes paired with a 9-speed manual transmission. It comes with a warranty of 6 years or 600,000 km, whichever is earlier. The Prima 4625.S gets a suspension setup of a parabolic leaf at the front and bell crank suspension at the rear and is equipped with many features such as advanced safety technologies, a comfortable cabin, and a high gross carrying weight capacity of up to 45,500 kgs, making it a worthy option to consider.",prima-4625-s-bs6,No,Prima 4625.S,5.0,1229,Tata,https://images.91trucks.com/trucks/models/63/1229/tata-prima-4625-s-bs6-2003256164.jpg,trucks,63,Truck,7,₹32.73 Lakh,Cowl,Diesel,249 HP,950 Nm,557 L,45500 Kg,NA,Truck Tata Prima 4625.S Cowl,tata prima s powerful modern truck design commercial heavyduty application power proven l bsvi engine produce ps power rpm nm torque rpm comes pair speed manual transmission come warranty year km whichever early prima s get suspension setup parabolic leaf bell crank suspension rear equip feature advanced safety technology comfortable cabin high gross carry weight capacity kg make worthy option consider,https://www.91trucks.com/trucks/tata/prima-4625-s-bs6
tata,Tata Prima 5530.S,"The Tata Prima 5530.S is a powerful and reliable heavy-duty truck designed for commercial applications. It is powered by a 6.7L BSVI diesel engine that produces 300 hp of power @ 2,300 rpm and 1100 Nm of torque @ 1,100-1,700 rpm, mated to a 9-speed manual transmission. The Tata Prima 5530.S comes with a warranty of 6 years or 600,000 km, whichever is earlier. It offers a gross combination weight carrying capacity of up to 55,000 kg, making it suitable for heavy-duty hauling tasks.",prima-5530s-bs6,No,Prima 5530.S,4.9,1230,Tata,https://images.91trucks.com/trucks/models/63/1230/tata-prima-5530s-bs6-120694558.jpg,trucks,63,Truck,7,₹40.24 Lakh,CAB,Diesel,300 HP,1100 Nm,557 L,55000 Kg,NA,Truck Tata Prima 5530.S CAB,tata prima s powerful reliable heavyduty truck design commercial application power l bsvi diesel engine produce hp power rpm nm torque rpm mate speed manual transmission tata prima s come warranty year km whichever early offer gross combination weight carrying capacity kg make suitable heavyduty haul task,https://www.91trucks.com/trucks/tata/prima-5530s-bs6
